"","x"
"1501",0.06464866
"1502",0.06468777
"1503",0.06471083
"1504",0.06468704
"1505",0.06465796
"1506",0.06460238
"1507",0.06462437
"1508",0.06462569
"1509",0.06469593
"1510",0.06476164
"1511",0.06473247
"1512",0.06463216
"1513",0.06458425
"1514",0.06465807
"1515",0.06471462
"1516",0.0647933
"1517",0.0647099
"1518",0.06458729
"1519",0.06460278
"1520",0.0646535
"1521",0.06468779
"1522",0.06466296
"1523",0.0646807
"1524",0.06468128
"1525",0.06458169
"1526",0.06455559
"1527",0.06452458
"1528",0.06445233
"1529",0.06450155
"1530",0.06455991
"1531",0.0644434
"1532",0.06429668
"1533",0.06427402
"1534",0.0642647
"1535",0.06422856
"1536",0.06417054
"1537",0.06417471
"1538",0.06417393
"1539",0.06410427
"1540",0.06405407
"1541",0.0640505
"1542",0.06399359
"1543",0.06393201
"1544",0.06387433
"1545",0.06380122
"1546",0.06378462
"1547",0.06370996
"1548",0.06360354
"1549",0.06362975
"1550",0.06362361
"1551",0.06368223
"1552",0.06361198
"1553",0.06357361
"1554",0.06347267
"1555",0.06334963
"1556",0.06336606
"1557",0.06328979
"1558",0.06328444
"1559",0.06327223
"1560",0.06311926
"1561",0.06299267
"1562",0.06297765
"1563",0.06292462
"1564",0.06288341
"1565",0.06289829
"1566",0.06287541
"1567",0.06279059
"1568",0.06262936
"1569",0.06252605
"1570",0.06250368
"1571",0.06246947
"1572",0.06244885
"1573",0.06240347
"1574",0.06226566
"1575",0.06217054
"1576",0.06210839
"1577",0.06202599
"1578",0.06185205
"1579",0.06176543
"1580",0.06173087
"1581",0.06161034
"1582",0.06154317
"1583",0.06145305
"1584",0.0613034
"1585",0.06129255
"1586",0.06132847
"1587",0.0612831
"1588",0.06118234
"1589",0.06108548
"1590",0.06097066
"1591",0.06089313
"1592",0.06085162
"1593",0.06071239
"1594",0.06060078
"1595",0.0605069
"1596",0.06046547
"1597",0.06034039
"1598",0.06027019
"1599",0.06015475
"1600",0.06008396
"1601",0.06010892
"1602",0.06008376
"1603",0.06003441
"1604",0.05996044
"1605",0.05986461
"1606",0.05980425
"1607",0.05972404
"1608",0.05957389
"1609",0.05956263
"1610",0.059545
"1611",0.05953081
"1612",0.05945138
"1613",0.05941916
"1614",0.0592928
"1615",0.05924003
"1616",0.05923307
"1617",0.05910571
"1618",0.05902366
"1619",0.05899576
"1620",0.05896453
"1621",0.05880875
"1622",0.05871498
"1623",0.05874183
"1624",0.05874077
"1625",0.05871797
"1626",0.05851455
"1627",0.05832752
"1628",0.05831607
"1629",0.05833831
"1630",0.05829567
"1631",0.05829641
"1632",0.05814305
"1633",0.05798061
"1634",0.05789797
"1635",0.05795499
"1636",0.05800599
"1637",0.05789728
"1638",0.05777548
"1639",0.05779531
"1640",0.05762299
"1641",0.05752072
"1642",0.05748942
"1643",0.05741344
"1644",0.05736753
"1645",0.05733278
"1646",0.05721607
"1647",0.05711764
"1648",0.05692583
"1649",0.05669542
"1650",0.05661203
"1651",0.05659127
"1652",0.05640475
"1653",0.05621043
"1654",0.05600227
"1655",0.05584073
"1656",0.05557798
"1657",0.05539138
"1658",0.05521449
"1659",0.05510097
"1660",0.05503714
"1661",0.05495468
"1662",0.05490793
"1663",0.05507271
"1664",0.05536694
"1665",0.055622
"1666",0.05584801
"1667",0.05609637
"1668",0.05594353
"1669",0.05542921
"1670",0.05501377
"1671",0.05464191
"1672",0.05430831
"1673",0.05405537
"1674",0.05393235
"1675",0.05404706
"1676",0.0541038
"1677",0.05423512
"1678",0.05452978
"1679",0.05476054
"1680",0.05499127
"1681",0.05515541
"1682",0.05527721
"1683",0.05550485
"1684",0.05557887
"1685",0.05553633
"1686",0.05562074
"1687",0.05565295
"1688",0.05554955
"1689",0.05554442
"1690",0.05545301
"1691",0.0553995
"1692",0.05551375
"1693",0.05547468
"1694",0.05532214
"1695",0.05532779
"1696",0.05540229
"1697",0.05527241
"1698",0.055133
"1699",0.05511648
"1700",0.05488633
"1701",0.05478609
"1702",0.05479188
"1703",0.0545972
"1704",0.05445462
"1705",0.05425594
"1706",0.0540658
"1707",0.05395259
"1708",0.05392131
"1709",0.05358902
"1710",0.05318723
"1711",0.05303471
"1712",0.05297481
"1713",0.05280143
"1714",0.0527428
"1715",0.05285183
"1716",0.05296287
"1717",0.05317252
"1718",0.05356053
"1719",0.05406411
"1720",0.05436111
"1721",0.05404647
"1722",0.05338316
"1723",0.05279803
"1724",0.05234454
"1725",0.05204627
"1726",0.05177075
"1727",0.05154394
"1728",0.05167456
"1729",0.05193965
"1730",0.0522266
"1731",0.05254997
"1732",0.05295326
"1733",0.05335899
"1734",0.05378291
"1735",0.0539953
"1736",0.0541307
"1737",0.05434204
"1738",0.0545152
"1739",0.05453804
"1740",0.05453779
"1741",0.05456305
"1742",0.05450114
"1743",0.05451514
"1744",0.05455097
"1745",0.05454726
"1746",0.05455976
"1747",0.05458526
"1748",0.05464781
"1749",0.05456338
"1750",0.05450817
"1751",0.05456546
"1752",0.05454554
"1753",0.05456416
"1754",0.0546218
"1755",0.0546179
"1756",0.0544888
"1757",0.05446674
"1758",0.05448105
"1759",0.05450714
"1760",0.05449539
"1761",0.05452043
"1762",0.05457321
"1763",0.05453516
"1764",0.05451074
"1765",0.05442948
"1766",0.05440244
"1767",0.05447007
"1768",0.05445257
"1769",0.05440869
"1770",0.05441944
"1771",0.05441073
"1772",0.05441002
"1773",0.05434531
"1774",0.05440624
"1775",0.05445799
"1776",0.05435774
"1777",0.05442145
"1778",0.05443832
"1779",0.05441749
"1780",0.05443194
"1781",0.05436179
"1782",0.0542741
"1783",0.05433745
"1784",0.0543181
"1785",0.05432561
"1786",0.05437484
"1787",0.0543289
"1788",0.05426859
"1789",0.05426254
"1790",0.05427505
"1791",0.05429381
"1792",0.05426322
"1793",0.05423212
"1794",0.05420508
"1795",0.05414774
"1796",0.05413702
"1797",0.05415295
"1798",0.05409466
"1799",0.05411987
"1800",0.05419384
"1801",0.05409741
"1802",0.05410054
"1803",0.05412472
"1804",0.05413518
"1805",0.054197
"1806",0.0541522
"1807",0.05409171
"1808",0.0540857
"1809",0.0539852
"1810",0.0539974
"1811",0.05404372
"1812",0.05406896
"1813",0.05405312
"1814",0.0540551
"1815",0.05398527
"1816",0.05397004
"1817",0.05395144
"1818",0.05396286
"1819",0.05398658
"1820",0.05388815
"1821",0.05379239
"1822",0.05382878
"1823",0.05384675
"1824",0.05382457
"1825",0.05386488
"1826",0.05383806
"1827",0.05378999
"1828",0.05377161
"1829",0.05379427
"1830",0.05376738
"1831",0.0537859
"1832",0.05377433
"1833",0.05369002
"1834",0.053663
"1835",0.05363027
"1836",0.05362836
"1837",0.05361783
"1838",0.05359018
"1839",0.05354087
"1840",0.05357479
"1841",0.05360508
"1842",0.05350998
"1843",0.0534955
"1844",0.05353192
"1845",0.05353482
"1846",0.05352998
"1847",0.05352154
"1848",0.05350558
"1849",0.05345321
"1850",0.05343615
"1851",0.0534284
"1852",0.05346316
"1853",0.05343822
"1854",0.05339194
"1855",0.05329522
"1856",0.05331023
"1857",0.05332672
"1858",0.05332323
"1859",0.05325944
"1860",0.05331114
"1861",0.0533146
"1862",0.05319494
"1863",0.05314683
"1864",0.05321603
"1865",0.05320424
"1866",0.05325214
"1867",0.0532034
"1868",0.05320348
"1869",0
